mapset,zipcode,Tn,Tx,U2,ea,Gc,G,K,Rnl,ETo
2024-09-16,95945,6.96,19.58,2.09,0.93,6121.27,5270.44,0.86,-5.51,3.21
2024-09-16,95946,8.77,21.14,1.82,1.08,6048.88,5215.30,0.86,-5.35,3.17
2024-09-16,95947,0.03,16.53,2.20,0.81,5987.49,4740.26,0.79,-4.76,2.48
2024-09-16,95948,10.59,22.82,1.47,1.32,5981.56,5343.68,0.89,-5.31,3.09
2024-09-16,95949,9.00,20.96,1.88,1.06,6069.71,5336.86,0.88,-5.56,3.26
2024-09-16,95950,10.90,22.91,1.48,1.30,5978.04,4961.88,0.83,-4.83,3.03
2024-09-16,95951,10.60,22.68,1.41,1.41,5969.29,5162.23,0.86,-4.93,2.92
2024-09-16,95953,10.60,22.72,1.48,1.30,5982.45,5272.03,0.88,-5.25,3.08
2024-09-16,95954,5.66,18.07,1.64,1.05,6154.82,4571.35,0.74,-4.17,2.48
2024-09-16,95955,10.24,23.29,1.42,1.33,5976.03,5437.42,0.91,-5.44,3.12
2024-09-16,95956,1.74,16.47,2.01,0.82,6169.73,5110.36,0.83,-5.12,2.64
2024-09-16,95957,10.99,22.85,1.49,1.30,5985.02,5107.03,0.85,-5.04,3.08
2024-09-16,95959,4.99,18.64,2.20,0.86,6148.16,5104.67,0.83,-5.26,3.09
2024-09-16,95960,6.31,19.93,2.01,0.97,6105.38,5256.73,0.86,-5.43,3.13
2024-09-16,95961,11.27,22.81,1.57,1.27,5983.49,5310.96,0.89,-5.38,3.21
2024-09-16,95962,7.98,20.78,1.78,1.07,6058.69,5250.50,0.87,-5.37,3.08
2024-09-16,95963,10.28,22.75,1.40,1.39,5949.03,5140.16,0.86,-4.95,2.91
2024-09-16,95965,8.97,21.59,1.56,1.24,6037.36,5051.63,0.84,-4.88,2.90
2024-09-16,95966,8.66,21.51,1.65,1.18,6028.34,5168.82,0.86,-5.15,3.01
2024-09-16,95968,10.24,22.73,1.54,1.30,5957.47,5329.83,0.89,-5.35,3.09
2024-09-16,95969,8.69,21.17,1.54,1.24,6059.37,4767.93,0.79,-4.43,2.75
2024-09-16,95970,10.51,23.09,1.42,1.36,5966.86,5449.61,0.91,-5.42,3.09
2024-09-16,95971,1.16,17.43,2.18,0.82,6041.06,4850.96,0.80,-4.90,2.67
2024-09-16,95973,9.03,20.71,1.48,1.29,6038.15,4692.10,0.78,-4.28,2.63
2024-09-16,95974,10.50,22.81,1.45,1.35,5979.82,5302.82,0.89,-5.20,3.03
2024-09-16,95975,8.14,20.62,1.88,1.04,6067.43,5128.62,0.85,-5.25,3.13
2024-09-16,95977,9.85,21.95,1.73,1.16,6033.86,5340.21,0.89,-5.48,3.23
2024-09-16,95978,5.64,18.28,1.66,1.04,6173.96,4810.49,0.78,-4.50,2.57
2024-09-16,95979,7.03,21.50,1.46,1.12,6064.30,5250.00,0.87,-5.27,2.97
2024-09-16,95981,2.35,17.16,2.11,0.80,6157.01,4963.52,0.81,-4.99,2.77
2024-09-16,95982,10.34,22.37,1.49,1.27,6006.27,5283.33,0.88,-5.27,3.08
2024-09-16,95983,-0.88,16.65,2.34,0.76,6035.09,4739.68,0.79,-4.77,2.60
2024-09-16,95984,2.48,17.15,1.96,0.90,6019.99,4642.64,0.77,-4.52,2.46
2024-09-16,95986,4.40,18.43,2.37,0.81,6162.12,4759.70,0.77,-4.78,3.08
2024-09-16,95987,9.12,22.39,1.47,1.22,6023.95,5205.84,0.86,-5.18,3.04
2024-09-16,95988,10.04,23.14,1.41,1.35,5965.43,5333.01,0.89,-5.26,3.04
2024-09-16,95991,11.26,22.80,1.55,1.28,5984.74,5201.17,0.87,-5.21,3.16
2024-09-16,95993,11.08,22.81,1.52,1.29,5984.37,5244.82,0.88,-5.25,3.14
2024-09-16,96001,11.31,19.49,1.26,1.42,5854.84,4094.53,0.70,-3.50,2.24
2024-09-16,96002,12.14,20.34,1.29,1.50,5911.26,4345.97,0.74,-3.72,2.37
2024-09-16,96003,11.17,18.20,1.26,1.39,5855.21,3547.05,0.61,-2.75,1.97
2024-09-16,96006,3.21,11.17,1.91,0.93,5901.70,3250.80,0.55,-2.44,1.40
2024-09-16,96007,11.74,20.35,1.32,1.48,5924.02,4239.27,0.72,-3.59,2.35
2024-09-16,96008,11.18,18.19,1.30,1.40,5862.69,3464.09,0.59,-2.62,1.93
2024-09-16,96009,3.65,11.55,1.84,0.95,5933.20,3296.70,0.56,-2.49,1.46
2024-09-16,96010,6.21,16.32,1.30,1.06,6014.99,4416.47,0.73,-4.03,2.20
2024-09-16,96011,8.12,13.83,1.33,1.14,5977.48,3240.92,0.54,-2.33,1.65
2024-09-16,96013,7.00,13.03,1.48,1.08,5880.09,3199.30,0.54,-2.36,1.56
2024-09-16,96014,5.82,13.43,1.18,0.99,6015.10,3811.35,0.63,-3.19,1.85
2024-09-16,96015,4.06,10.03,1.88,0.96,6162.52,3590.97,0.58,-2.67,1.39
2024-09-16,96016,6.92,13.78,1.56,1.11,5739.65,3271.83,0.57,-2.56,1.58
2024-09-16,96017,8.34,14.32,1.21,1.14,6080.11,3574.74,0.59,-2.72,1.81
2024-09-16,96019,11.88,19.42,1.24,1.46,5850.49,3825.81,0.65,-3.10,2.13
2024-09-16,96020,1.60,13.54,1.85,0.84,6004.14,4455.70,0.74,-4.22,2.05
2024-09-16,96021,10.72,22.37,1.39,1.43,5935.69,4860.58,0.82,-4.52,2.76
2024-09-16,96022,11.34,21.07,1.33,1.45,5917.89,4628.04,0.78,-4.16,2.55
2024-09-16,96023,4.75,12.32,1.63,0.98,6314.34,3637.51,0.58,-2.66,1.69
2024-09-16,96024,7.39,17.39,1.29,1.12,5973.53,4215.42,0.71,-3.77,2.22
2024-09-16,96025,6.92,12.95,1.21,1.04,6186.38,3757.08,0.61,-2.92,1.82
2024-09-16,96027,5.53,14.16,1.26,1.00,6094.18,4115.12,0.67,-3.53,1.98
2024-09-16,96028,6.53,13.06,1.59,1.08,5892.64,3293.27,0.56,-2.48,1.56
2024-09-16,96029,10.25,22.39,1.39,1.39,5966.97,5081.13,0.85,-4.83,2.86
2024-09-16,96031,5.96,15.05,1.27,1.04,6093.96,4274.99,0.70,-3.74,2.08
2024-09-16,96032,5.52,14.15,1.31,1.00,6138.29,4072.55,0.66,-3.44,1.97
2024-09-16,96033,9.11,16.84,1.21,1.22,5849.35,3909.52,0.67,-3.37,2.03
2024-09-16,96034,6.22,13.45,1.20,1.01,6084.00,3937.34,0.65,-3.28,1.89
2024-09-16,96035,11.19,22.06,1.38,1.46,5950.87,4644.25,0.78,-4.16,2.65
2024-09-16,96037,7.80,16.22,1.25,1.15,5981.72,4093.05,0.68,-3.53,2.05
2024-09-16,96038,8.33,15.82,1.24,1.17,5956.48,4140.11,0.70,-3.60,2.03
2024-09-16,96039,5.65,15.52,1.59,1.07,6264.89,4619.91,0.74,-4.00,2.19
2024-09-16,96040,4.83,12.98,1.66,0.99,5815.88,3353.17,0.58,-2.67,1.60
2024-09-16,96041,6.35,18.22,1.37,1.08,6008.83,4563.20,0.76,-4.29,2.41
2024-09-16,96044,7.00,15.95,1.45,1.12,6224.28,4135.07,0.66,-3.38,2.09
2024-09-16,96046,6.44,18.99,1.43,1.11,5987.44,4729.91,0.79,-4.53,2.51
2024-09-16,96047,9.82,19.47,1.30,1.31,5915.51,4421.73,0.75,-3.99,2.39
2024-09-16,96048,6.26,15.85,1.26,1.05,5975.49,4302.73,0.72,-3.92,2.14
2024-09-16,96049,7.94,17.63,1.53,1.23,6176.43,4317.17,0.70,-3.60,2.22
2024-09-16,96050,5.66,15.05,1.45,1.03,6276.59,4235.37,0.67,-3.52,2.10
2024-09-16,96051,9.38,16.06,1.20,1.23,5881.38,3555.93,0.60,-2.82,1.87
2024-09-16,96052,8.67,17.54,1.22,1.20,5899.17,4318.01,0.73,-3.93,2.21
2024-09-16,96054,4.68,11.00,1.79,0.99,6058.37,3449.74,0.57,-2.57,1.45
2024-09-16,96055,10.48,21.13,1.41,1.40,6020.44,4448.61,0.74,-3.86,2.53
2024-09-16,96056,5.28,12.51,1.70,1.02,5967.26,3347.01,0.56,-2.51,1.54
2024-09-16,96057,6.77,12.17,1.36,1.04,6141.94,3444.48,0.56,-2.51,1.64
2024-09-16,96058,4.79,11.34,1.52,0.95,6308.46,3532.21,0.56,-2.54,1.64
2024-09-16,96059,7.62,16.62,1.48,1.16,6026.20,3665.51,0.61,-2.90,1.97
2024-09-16,96061,2.46,13.45,1.74,0.86,6022.57,4515.57,0.75,-4.27,2.06
2024-09-16,96062,11.11,18.88,1.34,1.42,5925.19,3494.04,0.59,-2.62,2.00
2024-09-16,96063,2.87,13.08,1.67,0.87,6038.44,4608.07,0.76,-4.38,2.05
2024-09-16,96064,6.72,14.42,1.37,1.08,6177.65,3837.14,0.62,-3.03,1.90
2024-09-16,96065,7.63,13.86,1.39,1.12,5889.92,3262.19,0.55,-2.44,1.64
2024-09-16,96067,5.59,11.83,1.22,0.95,6235.53,3859.46,0.62,-3.06,1.81
2024-09-16,96068,4.59,11.36,1.74,0.98,6046.44,3300.90,0.55,-2.39,1.47
2024-09-16,96069,9.90,17.06,1.35,1.31,5920.00,3440.59,0.58,-2.59,1.88
2024-09-16,96071,3.22,12.04,1.69,0.89,5914.54,3766.53,0.64,-3.23,1.70
2024-09-16,96073,12.01,19.70,1.29,1.49,5886.41,3903.84,0.66,-3.16,2.17
2024-09-16,96074,8.71,21.73,1.41,1.27,5994.06,5047.21,0.84,-4.87,2.83
2024-09-16,96075,7.72,17.24,1.49,1.18,6066.86,3795.56,0.63,-3.04,2.07
2024-09-16,96076,7.35,18.72,1.35,1.14,5937.61,4567.75,0.77,-4.33,2.43
2024-09-16,96080,10.45,21.18,1.37,1.39,5955.16,4646.48,0.78,-4.21,2.60
2024-09-16,96084,8.85,15.24,1.35,1.21,5891.49,3352.80,0.57,-2.53,1.74
2024-09-16,96085,5.94,15.15,1.40,1.05,6222.88,4138.30,0.67,-3.43,2.06
2024-09-16,96086,5.78,15.57,1.54,1.06,6256.80,4292.37,0.69,-3.59,2.12
2024-09-16,96087,9.24,17.79,1.25,1.25,5904.96,4161.88,0.70,-3.66,2.18
2024-09-16,96088,7.64,16.06,1.46,1.16,6004.03,3622.50,0.60,-2.85,1.91
2024-09-16,96090,11.17,22.13,1.39,1.47,5977.07,4659.17,0.78,-4.15,2.67
2024-09-16,96091,5.80,13.61,1.19,0.99,6007.58,4091.96,0.68,-3.60,1.95
2024-09-16,96092,10.79,22.02,1.41,1.43,5972.65,4590.32,0.77,-4.09,2.65
2024-09-16,96093,7.65,16.93,1.24,1.14,5924.72,4425.44,0.75,-4.10,2.22
2024-09-16,96094,5.93,12.59,1.29,0.99,6149.66,3717.27,0.60,-2.92,1.78
2024-09-16,96096,7.19,14.80,1.45,1.11,5979.63,3467.80,0.58,-2.67,1.78
2024-09-16,96097,6.91,15.32,1.33,1.09,6129.72,4209.15,0.69,-3.58,2.07
2024-09-16,96101,2.94,10.31,2.00,0.93,6032.43,3398.03,0.56,-2.53,1.34
2024-09-16,96103,-0.87,16.53,2.50,0.69,6163.94,5138.81,0.83,-5.33,2.87
2024-09-16,96104,2.68,11.20,2.09,0.94,5883.99,3473.35,0.59,-2.76,1.40
2024-09-16,96105,-2.39,17.10,2.95,0.62,6126.02,4511.42,0.74,-4.52,3.03
2024-09-16,96106,-0.06,17.63,2.60,0.71,6151.27,5133.88,0.83,-5.37,3.06
2024-09-16,96107,2.74,12.43,3.11,0.55,6319.89,4413.60,0.70,-4.27,2.89
2024-09-16,96108,2.82,9.39,2.04,0.93,6140.26,3497.97,0.57,-2.56,1.27
2024-09-16,96109,-1.77,18.96,2.84,0.72,6000.82,4551.53,0.76,-4.65,3.11
2024-09-16,96110,1.37,11.99,2.14,0.89,5905.39,3548.50,0.60,-2.89,1.54
2024-09-16,96111,-1.08,15.56,3.30,0.55,6291.45,4220.14,0.67,-4.00,3.11
2024-09-16,96112,2.66,9.74,2.09,0.93,5990.16,3357.94,0.56,-2.49,1.25
2024-09-16,96113,-0.78,20.01,2.68,0.80,5940.44,4716.31,0.79,-4.89,3.10
2024-09-16,96114,-0.59,17.79,2.38,0.82,5926.82,4331.59,0.73,-4.22,2.54
2024-09-16,96115,3.18,10.58,2.07,0.96,5909.86,3464.25,0.59,-2.70,1.32
2024-09-16,96116,1.86,11.16,2.06,0.89,5908.98,3264.61,0.55,-2.47,1.40
2024-09-16,96117,-1.17,17.04,2.41,0.82,5918.85,4269.91,0.72,-4.10,2.40
2024-09-16,96118,-1.43,16.55,3.02,0.61,6214.73,4571.33,0.74,-4.55,3.09
2024-09-16,96119,0.66,11.86,2.10,0.84,5905.27,3630.57,0.61,-3.04,1.59
2024-09-16,96120,2.24,12.11,3.36,0.51,6339.21,3993.97,0.63,-3.64,2.89
2024-09-16,96121,-1.37,18.25,2.54,0.77,6000.98,4549.10,0.76,-4.54,2.79
2024-09-16,96122,-1.17,17.33,2.66,0.69,6115.64,4851.90,0.79,-4.98,2.96
2024-09-16,96123,-0.97,14.10,2.27,0.80,5927.64,4127.56,0.70,-3.82,1.98
2024-09-16,96124,-0.84,16.57,2.78,0.64,6197.64,5037.45,0.81,-5.24,3.06
2024-09-16,96125,-1.03,15.35,2.64,0.62,6262.71,4896.29,0.78,-4.93,2.86
2024-09-16,96126,-1.46,14.98,2.87,0.57,6277.55,4741.47,0.76,-4.74,2.92
2024-09-16,96128,-0.02,18.63,2.38,0.87,5894.69,4664.04,0.79,-4.73,2.66
2024-09-16,96129,-0.99,17.79,2.78,0.68,6097.51,4754.42,0.78,-4.89,3.06
2024-09-16,96130,-0.38,14.66,2.17,0.81,5936.16,4483.27,0.76,-4.36,2.14
2024-09-16,96132,-0.25,13.34,2.19,0.82,5904.98,3886.99,0.66,-3.46,1.82
2024-09-16,96133,5.47,15.03,3.19,0.64,6212.44,4447.47,0.72,-4.45,3.22
2024-09-16,96134,4.87,11.12,1.78,1.01,6318.30,3601.25,0.57,-2.57,1.51
2024-09-16,96135,-1.30,18.15,2.91,0.67,6077.82,4630.66,0.76,-4.74,3.14
2024-09-16,96136,-1.55,18.93,2.61,0.79,5934.37,4574.18,0.77,-4.64,2.86
2024-09-16,96137,0.38,14.86,2.04,0.81,6014.31,4435.01,0.74,-4.23,2.20
2024-09-16,96140,0.64,14.38,3.32,0.54,6261.98,4621.88,0.74,-4.69,3.14
2024-09-16,96141,0.96,13.24,3.27,0.52,6311.91,4721.23,0.75,-4.79,3.05
2024-09-16,96142,1.24,12.82,3.30,0.51,6305.12,4531.86,0.72,-4.51,3.00
2024-09-16,96143,0.04,14.08,3.40,0.52,6261.53,4346.77,0.69,-4.26,3.08
2024-09-16,96145,0.52,13.47,3.26,0.52,6312.83,4856.19,0.77,-4.99,3.08
2024-09-16,96146,0.01,13.47,3.22,0.52,6322.94,4755.06,0.75,-4.81,3.03
2024-09-16,96148,0.79,14.76,3.35,0.54,6241.23,4383.98,0.70,-4.34,3.14
2024-09-16,96150,1.31,11.89,3.36,0.49,6346.14,4177.91,0.66,-3.92,2.89
2024-09-16,96155,1.30,11.33,3.24,0.49,6380.51,4074.14,0.64,-3.72,2.78
2024-09-16,96161,-0.03,14.60,3.20,0.54,6276.18,4538.30,0.72,-4.51,3.06
2024-09-16,97415,7.59,17.74,2.23,1.32,5911.72,4991.99,0.84,-4.64,2.18
2024-09-16,97520,6.32,15.21,1.53,1.08,6294.32,3807.76,0.60,-2.89,1.95
2024-09-16,97530,6.12,16.15,1.58,1.08,6288.77,4163.18,0.66,-3.39,2.14
2024-09-16,97544,3.83,13.99,1.67,0.94,6310.75,4343.62,0.69,-3.67,2.05
2024-09-16,97603,4.76,12.27,1.75,1.00,6314.88,3621.33,0.57,-2.62,1.63
2024-09-16,97623,3.29,10.11,1.91,0.94,6384.96,3576.65,0.56,-2.50,1.42
2024-09-16,97630,2.89,9.55,2.09,0.95,6103.01,3344.27,0.55,-2.37,1.20
2024-09-16,97632,4.48,11.54,1.84,1.01,6334.38,3537.51,0.56,-2.47,1.50
2024-09-16,97633,4.68,12.03,1.78,1.01,6319.26,3563.83,0.56,-2.53,1.58
2024-09-16,97635,2.33,8.97,2.08,0.91,6074.45,3342.14,0.55,-2.40,1.19
